index,latency_s,arrival_time,sent_gps_time,payload
10,2,1774292345,1774292343,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260181,""longitude"":-123.249159,""altitude"":99.20,""hdop"":1.04,""satellites"":8,""datetime"":""2026/03/23,18:59:03"",""resultant_acc"":1.02,""resultant_gyro"":0.71,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":49}"
11,3,1774292375,1774292372,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260198,""longitude"":-123.249145,""altitude"":95.50,""hdop"":1.12,""satellites"":9,""datetime"":""2026/03/23,18:59:32"",""resultant_acc"":1.02,""resultant_gyro"":0.73,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":48}"
12,3,1774292405,1774292402,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260198,""longitude"":-123.249136,""altitude"":91.80,""hdop"":1.22,""satellites"":7,""datetime"":""2026/03/23,19:00:02"",""resultant_acc"":1.02,""resultant_gyro"":0.83,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":48}"
13,2,1774292435,1774292433,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260196,""longitude"":-123.249150,""altitude"":91.30,""hdop"":1.22,""satellites"":8,""datetime"":""2026/03/23,19:00:33"",""resultant_acc"":1.02,""resultant_gyro"":0.86,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":47}"
14,4,1774292465,1774292461,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260191,""longitude"":-123.249156,""altitude"":91.60,""hdop"":1.06,""satellites"":9,""datetime"":""2026/03/23,19:01:01"",""resultant_acc"":1.02,""resultant_gyro"":0.69,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":47}"
15,3,1774292495,1774292492,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260206,""longitude"":-123.249146,""altitude"":96.10,""hdop"":1.13,""satellites"":9,""datetime"":""2026/03/23,19:01:32"",""resultant_acc"":1.03,""resultant_gyro"":0.74,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":47}"
16,4,1774292525,1774292521,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260191,""longitude"":-123.249135,""altitude"":95.10,""hdop"":0.90,""satellites"":10,""datetime"":""2026/03/23,19:02:01"",""resultant_acc"":1.02,""resultant_gyro"":0.74,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":47}"
17,3,1774292555,1774292552,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260176,""longitude"":-123.249154,""altitude"":93.70,""hdop"":1.01,""satellites"":11,""datetime"":""2026/03/23,19:02:32"",""resultant_acc"":1.02,""resultant_gyro"":0.77,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
18,4,1774292585,1774292581,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260181,""longitude"":-123.249151,""altitude"":92.10,""hdop"":1.02,""satellites"":10,""datetime"":""2026/03/23,19:03:01"",""resultant_acc"":1.03,""resultant_gyro"":0.69,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
19,2,1774292615,1774292613,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260303,""longitude"":-123.249254,""altitude"":92.10,""hdop"":1.11,""satellites"":10,""datetime"":""2026/03/23,19:03:33"",""resultant_acc"":1.19,""resultant_gyro"":23.96,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":45}"
20,2,1774292645,1774292643,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260500,""longitude"":-123.249621,""altitude"":93.20,""hdop"":1.02,""satellites"":11,""datetime"":""2026/03/23,19:04:03"",""resultant_acc"":0.77,""resultant_gyro"":10.91,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
21,3,1774292675,1774292672,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260470,""longitude"":-123.250117,""altitude"":92.50,""hdop"":0.86,""satellites"":10,""datetime"":""2026/03/23,19:04:32"",""resultant_acc"":1.16,""resultant_gyro"":15.08,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
22,3,1774292705,1774292702,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260559,""longitude"":-123.250587,""altitude"":92.20,""hdop"":1.12,""satellites"":8,""datetime"":""2026/03/23,19:05:02"",""resultant_acc"":1.08,""resultant_gyro"":34.90,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
23,3,1774292735,1774292732,"{""worker_id"": 10,""modulesOnline"":[3,2],""latitude"":49.260416,""longitude"":-123.250693,""altitude"":100.20,""hdop"":99.99,""satellites"":0,""datetime"":""2026/03/23,19:05:32"",""resultant_acc"":0.99,""resultant_gyro"":38.82,""aqi_pm25_us"":0,""aqi_pm100_us"":0,""aqi_uba"":0,""noise_db"":46}"
