system_timestamp,event_type,esp32_timestamp_ms,duration_us,success
2026-03-22T22:56:33.526702,A,1206997,1486,1
2026-03-22T22:56:33.610752,A,1207019,1450,1
2026-03-22T22:56:33.635561,A,1207042,1667,1
2026-03-22T22:56:33.647173,A,1207064,1504,1
2026-03-22T22:56:33.655727,A,1207097,1464,1
2026-03-22T22:56:33.669583,A,1207119,1491,1
2026-03-22T22:56:33.683607,A,1207142,1634,1
2026-03-22T22:56:33.700699,A,1207164,1444,1
2026-03-22T22:56:33.725037,A,1207196,1430,1
2026-03-22T22:56:33.750978,A,1207219,1454,1
2026-03-22T22:56:33.776244,A,1207241,1534,1
2026-03-22T22:56:33.799846,A,1207264,1424,1
2026-03-22T22:56:33.826945,A,1207296,1455,1
2026-03-22T22:56:33.851361,A,1207318,1436,1
2026-03-22T22:56:33.873975,A,1207341,2186,1
2026-03-22T22:56:33.899706,A,1207364,1418,1
2026-03-22T22:56:33.926277,A,1207396,1434,1
2026-03-22T22:56:33.949324,A,1207418,1416,1
2026-03-22T22:56:33.976282,A,1207441,1543,1
2026-03-22T22:56:33.999598,A,1207473,1410,1
2026-03-22T22:56:34.027009,A,1207495,1411,1
2026-03-22T22:56:34.075942,A,1207518,1403,1
2026-03-22T22:56:34.098938,A,1207541,2251,1
2026-03-22T22:56:34.126153,A,1207573,1522,1
2026-03-22T22:56:34.150607,A,1207596,1455,1
2026-03-22T22:56:34.175197,A,1207618,1452,1
2026-03-22T22:56:34.200279,A,1207640,1470,1
2026-03-22T22:56:34.226054,A,1207673,1526,1
2026-03-22T22:56:34.250626,A,1207695,1390,1
2026-03-22T22:56:34.275901,A,1207717,1446,1
2026-03-22T22:56:34.299278,A,1207740,1416,1
2026-03-22T22:56:34.323978,A,1207771,1555,1
2026-03-22T22:56:34.349195,A,1207794,1458,1
2026-03-22T22:56:34.375927,A,1207816,1432,1
2026-03-22T22:56:34.399181,A,1207849,1711,1
2026-03-22T22:56:34.424274,A,1207871,1436,1
2026-03-22T22:56:34.449805,A,1207893,1444,1
2026-03-22T22:56:34.473928,A,1207916,1398,1
2026-03-22T22:56:34.501443,A,1207948,1471,1
2026-03-22T22:56:34.526875,A,1207971,1535,1
2026-03-22T22:56:34.550455,A,1207993,2046,1
2026-03-22T22:56:34.575744,A,1208016,1467,1
2026-03-22T22:56:34.600486,A,1208071,1364,1
2026-03-22T22:56:34.625605,A,1208093,1419,1
2026-03-22T22:56:34.653137,A,1208115,1408,1
2026-03-22T22:56:34.675677,A,1208148,1412,1
2026-03-22T22:56:34.703205,A,1208170,1506,1
2026-03-22T22:56:34.724286,A,1208192,1709,1
2026-03-22T22:56:34.753471,A,1208215,1778,1
2026-03-22T22:56:34.777949,A,1208246,1439,1
2026-03-22T22:56:34.803061,A,1208269,1569,1
2026-03-22T22:56:34.827464,A,1208291,1430,1
2026-03-22T22:56:34.853512,A,1208323,1408,1
2026-03-22T22:56:34.876937,A,1208346,1377,1
2026-03-22T22:56:34.904028,A,1208368,1576,1
2026-03-22T22:56:34.926830,A,1208390,1404,1
2026-03-22T22:56:34.953984,A,1208422,1793,1
2026-03-22T22:56:34.978242,A,1208445,1422,1
2026-03-22T22:56:35.003781,A,1208467,1595,1
2026-03-22T22:56:35.028067,A,1208500,1398,1
2026-03-22T22:56:35.054210,A,1208522,1420,1
2026-03-22T22:56:35.080006,A,1208544,1425,1
2026-03-22T22:56:35.128255,A,1208566,1449,1
2026-03-22T22:56:35.151452,A,1208599,1584,1
2026-03-22T22:56:35.174131,A,1208621,1413,1
2026-03-22T22:56:35.203182,A,1208644,1497,1
2026-03-22T22:56:35.228443,A,1208676,1566,1
2026-03-22T22:56:35.253213,A,1208698,1414,1
2026-03-22T22:56:35.278055,A,1208721,1467,1
2026-03-22T22:56:35.303191,A,1208743,1455,1
2026-03-22T22:56:35.326211,A,1208776,1460,1
2026-03-22T22:56:35.354131,A,1208798,1434,1
2026-03-22T22:56:35.375583,A,1208842,1431,1
2026-03-22T22:56:35.403901,A,1208875,1583,1
2026-03-22T22:56:35.426048,A,1208897,1450,1
2026-03-22T22:56:35.454090,A,1208920,1408,1
2026-03-22T22:56:35.474089,A,1208942,1532,1
2026-03-22T22:56:35.503958,A,1208975,2036,1
2026-03-22T22:56:35.529440,A,1208997,1457,1
2026-03-22T22:56:35.576115,A,1209020,1466,1
2026-03-22T22:56:35.603314,A,1209042,1431,1
2026-03-22T22:56:35.648505,A,1209074,1486,1
2026-03-22T22:56:35.676347,A,1209097,1553,1
2026-03-22T22:56:35.700027,A,1209119,1441,1
2026-03-22T22:56:35.726484,A,1209151,1433,1
2026-03-22T22:56:35.753120,A,1209174,2071,1
2026-03-22T22:56:35.778030,A,1209197,1509,1
2026-03-22T22:56:35.803212,A,1209219,1434,1
2026-03-22T22:56:35.826120,A,1209252,1433,1
2026-03-22T22:56:35.853015,A,1209274,1467,1
2026-03-22T22:56:35.876032,A,1209296,1605,1
2026-03-22T22:56:35.903490,A,1209319,1437,1
2026-03-22T22:56:35.928670,A,1209351,1441,1
2026-03-22T22:56:35.953415,A,1209374,1483,1
2026-03-22T22:56:35.977214,A,1209396,1496,1
2026-03-22T22:56:36.004169,A,1209418,1437,1
2026-03-22T22:56:36.026391,A,1209451,1477,1
2026-03-22T22:56:36.053937,A,1209473,1416,1
2026-03-22T22:56:36.074891,A,1209496,1561,1
2026-03-22T22:56:36.104058,A,1209518,1603,1
2026-03-22T22:56:36.125754,A,1209551,1463,1
2026-03-22T22:56:36.154186,A,1209573,1477,1
2026-03-22T22:56:36.174229,A,1209596,1585,1
2026-03-22T22:56:36.204235,A,1209618,1450,1
2026-03-22T22:56:36.229564,A,1209650,1478,1
2026-03-22T22:56:36.254265,A,1209673,1468,1
2026-03-22T22:56:36.279281,A,1209695,1514,1
2026-03-22T22:56:36.304348,A,1209728,1460,1
2026-03-22T22:56:36.353834,A,1209750,1393,1
2026-03-22T22:56:36.377612,A,1209772,1508,1
2026-03-22T22:56:36.404156,A,1209795,1630,1
2026-03-22T22:56:36.425884,A,1209827,1450,1
2026-03-22T22:56:36.453937,A,1209850,1274,1
2026-03-22T22:56:36.474175,A,1209894,1425,1
2026-03-22T22:56:36.504356,A,1209927,1536,1
2026-03-22T22:56:36.524336,A,1209949,1431,1
2026-03-22T22:56:36.554243,A,1209971,1455,1
2026-03-22T22:56:36.576083,A,1209994,1419,1
2026-03-22T22:56:36.604033,A,1210026,1598,1
2026-03-22T22:56:36.628021,A,1210049,1473,1
2026-03-22T22:56:36.654139,A,1210071,1435,1
2026-03-22T22:56:36.680072,A,1210094,1433,1
2026-03-22T22:56:36.703890,A,1210126,1602,1
2026-03-22T22:56:36.730174,A,1210148,1386,1
2026-03-22T22:56:36.753940,A,1210170,1411,1
2026-03-22T22:56:36.780064,A,1210203,2299,1
2026-03-22T22:56:36.803964,A,1210226,1512,1
2026-03-22T22:56:36.829999,A,1210248,1451,1
2026-03-22T22:56:36.855703,A,1210270,1418,1
2026-03-22T22:56:36.880533,A,1210303,1456,1
2026-03-22T22:56:36.903824,A,1210348,1488,1
2026-03-22T22:56:36.924140,A,1210370,1429,1
2026-03-22T22:56:36.955804,A,1210425,1582,1
2026-03-22T22:56:36.980786,A,1210447,1477,1
2026-03-22T22:56:37.005953,A,1210469,1454,1
2026-03-22T22:56:37.033153,A,1210502,1787,1
2026-03-22T22:56:37.054979,A,1210524,1466,1
2026-03-22T22:56:37.103765,A,1210547,1441,1
2026-03-22T22:56:37.134867,A,1210569,1423,1
2026-03-22T22:56:37.160099,A,1210601,1393,1
2026-03-22T22:56:37.213859,A,1210624,1537,1
2026-03-22T22:56:37.259268,A,1210646,1460,1
2026-03-22T22:56:37.307542,A,1210668,1254,1
2026-03-22T22:56:37.334030,A,1210700,1285,1
2026-03-22T22:56:37.357480,A,1210722,1505,1
2026-03-22T22:56:37.386067,A,1210745,1481,1
2026-03-22T22:56:37.405655,A,1210777,1449,1
2026-03-22T22:56:37.433807,A,1210800,1419,1
2026-03-22T22:56:37.458298,A,1210822,1919,1
2026-03-22T22:56:37.484186,A,1210845,1481,1
2026-03-22T22:56:37.511581,A,1210877,1449,1
2026-03-22T22:56:37.537133,A,1210899,1393,1
2026-03-22T22:56:37.561772,A,1210922,1895,1
2026-03-22T22:56:37.586141,A,1210944,1354,1
2026-03-22T22:56:37.610732,A,1210976,1417,1
2026-03-22T22:56:37.635759,A,1210998,1426,1
2026-03-22T22:56:37.660629,A,1211021,1594,1
2026-03-22T22:56:37.687238,A,1211054,1547,1
2026-03-22T22:56:37.710466,A,1211076,1442,1
2026-03-22T22:56:37.736031,A,1211121,1457,1
2026-03-22T22:56:37.760893,A,1211153,1610,1
2026-03-22T22:56:37.786495,A,1211175,1426,1
2026-03-22T22:56:37.810754,A,1211198,1421,1
2026-03-22T22:56:37.837561,A,1211221,1981,1
2026-03-22T22:56:37.862765,A,1211253,1544,1
2026-03-22T22:56:37.887868,A,1211276,1417,1
2026-03-22T22:56:37.911842,A,1211298,1447,1
2026-03-22T22:56:37.936209,A,1211320,1432,1
2026-03-22T22:56:37.963448,A,1211353,1519,1
2026-03-22T22:56:37.985810,A,1211375,1439,1
2026-03-22T22:56:38.013165,A,1211397,1463,1
2026-03-22T22:56:38.035354,A,1211420,1466,1
2026-03-22T22:56:38.063905,A,1211451,1554,1
2026-03-22T22:56:38.085536,A,1211473,1415,1
2026-03-22T22:56:38.114100,A,1211496,1424,1
2026-03-22T22:56:38.135244,A,1211528,1459,1
2026-03-22T22:56:38.163935,A,1211551,1539,1
2026-03-22T22:56:38.183758,A,1211573,1444,1
2026-03-22T22:56:38.214208,A,1211595,1429,1
2026-03-22T22:56:38.238740,A,1211628,1403,1
2026-03-22T22:56:38.263995,A,1211650,1700,1
2026-03-22T22:56:38.313055,A,1211672,1372,1
2026-03-22T22:56:38.336309,A,1211705,1491,1
2026-03-22T22:56:38.360407,A,1211727,1431,1
2026-03-22T22:56:38.386213,A,1211750,1538,1
2026-03-22T22:56:38.413866,A,1211772,1419,1
2026-03-22T22:56:38.435639,A,1211804,1485,1
2026-03-22T22:56:38.464187,A,1211827,1418,1
2026-03-22T22:56:38.484069,A,1211881,1459,1
2026-03-22T22:56:38.514304,A,1211904,1462,1
2026-03-22T22:56:38.535357,A,1211926,1454,1
2026-03-22T22:56:38.564144,A,1211980,1523,1
2026-03-22T22:56:38.588515,A,1212035,1453,1
2026-03-22T22:56:38.613933,A,1212080,1474,1
2026-03-22T22:56:38.639485,A,1212102,1521,1
2026-03-22T22:56:38.663895,A,1212135,1536,1
2026-03-22T22:56:38.689830,A,1212157,1591,1
2026-03-22T22:56:38.714286,A,1212179,1434,1
2026-03-22T22:56:38.733922,A,1212202,1476,1
2026-03-22T22:56:38.764116,A,1212234,1392,1
2026-03-22T22:56:38.783859,A,1212257,1479,1
2026-03-22T22:56:38.815387,A,1212279,1455,1
2026-03-22T22:56:38.839753,A,1212301,1433,1
2026-03-22T22:56:38.864366,A,1212333,1451,1
2026-03-22T22:56:38.934034,A,1212356,1555,1
2026-03-22T22:56:38.963109,A,1212378,1477,1
2026-03-22T22:56:38.985810,A,1212411,1462,1
2026-03-22T22:56:39.013338,A,1212433,1538,1
2026-03-22T22:56:39.038043,A,1212456,2291,1
2026-03-22T22:56:39.063078,A,1212478,1479,1
2026-03-22T22:56:39.086961,A,1212511,1404,1
2026-03-22T22:56:39.113325,A,1212533,1418,1
2026-03-22T22:56:39.136759,A,1212556,1470,1
2026-03-22T22:56:39.165801,A,1212578,1546,1
2026-03-22T22:56:39.186003,A,1212610,1446,1
2026-03-22T22:56:39.216248,A,1212633,1469,1
2026-03-22T22:56:39.235761,A,1212655,1406,1
2026-03-22T22:56:39.266167,A,1212687,1558,1
2026-03-22T22:56:39.291826,A,1212710,1447,1
2026-03-22T22:56:39.317978,A,1212732,1483,1
2026-03-22T22:56:39.342388,A,1212755,1505,1
2026-03-22T22:56:39.367282,A,1212787,1533,1
2026-03-22T22:56:39.393201,A,1212809,1426,1
2026-03-22T22:56:39.416417,A,1212832,1431,1
2026-03-22T22:56:39.443037,A,1212854,1418,1
2026-03-22T22:56:39.467537,A,1212887,1572,1
2026-03-22T22:56:39.517269,A,1212909,1461,1
2026-03-22T22:56:39.541549,A,1212931,1415,1
2026-03-22T22:56:39.566842,A,1212964,1444,1
2026-03-22T22:56:39.589174,A,1212986,1608,1
2026-03-22T22:56:39.615770,A,1213008,1464,1
2026-03-22T22:56:39.638007,A,1213031,1507,1
2026-03-22T22:56:39.666031,A,1213086,1564,1
2026-03-22T22:56:39.716087,A,1213108,1442,1
2026-03-22T22:56:39.737303,A,1213130,1455,1
2026-03-22T22:56:39.765650,A,1213163,1446,1
2026-03-22T22:56:39.785998,A,1213185,1589,1
2026-03-22T22:56:39.816317,A,1213208,1462,1
2026-03-22T22:56:39.836105,A,1213230,1426,1
2026-03-22T22:56:39.864049,A,1213262,1461,1
2026-03-22T22:56:39.886203,A,1213285,1575,1
2026-03-22T22:56:39.915718,A,1213307,1425,1
2026-03-22T22:56:39.965782,A,1213329,1395,1
2026-03-22T22:56:39.991335,A,1213361,1399,1
2026-03-22T22:56:40.015902,A,1213383,1540,1
2026-03-22T22:56:40.039813,A,1213406,1410,1
2026-03-22T22:56:40.066039,A,1213438,1465,1
2026-03-22T22:56:40.088336,A,1213460,1447,1
2026-03-22T22:56:40.137826,A,1213483,1561,1
2026-03-22T22:56:40.165649,A,1213505,1432,1
2026-03-22T22:56:40.188375,A,1213537,1409,1
2026-03-22T22:56:40.215401,A,1213560,1429,1
2026-03-22T22:56:40.236225,A,1213582,1439,1
2026-03-22T22:56:40.265237,A,1213614,1459,1
2026-03-22T22:56:40.285495,A,1213637,1270,1
2026-03-22T22:56:40.315626,A,1213704,1504,1
2026-03-22T22:56:40.341265,A,1213736,1449,1
2026-03-22T22:56:40.366036,A,1213758,1384,1
2026-03-22T22:56:40.390490,A,1213781,1798,1
2026-03-22T22:56:40.416143,A,1213803,1568,1
2026-03-22T22:56:40.441719,A,1213836,1495,1
2026-03-22T22:56:40.466169,A,1213858,1390,1
2026-03-22T22:56:40.487984,A,1213880,1436,1
2026-03-22T22:56:40.514176,A,1213913,1583,1
2026-03-22T22:56:40.539800,A,1213935,1403,1
2026-03-22T22:56:40.567337,A,1213958,1410,1
2026-03-22T22:56:40.592105,A,1213990,1499,1
2026-03-22T22:56:40.615431,A,1214013,1531,1
2026-03-22T22:56:40.642333,A,1214035,1449,1
2026-03-22T22:56:40.690600,A,1214068,1798,1
2026-03-22T22:56:40.716816,A,1214090,1498,1
2026-03-22T22:56:40.740101,A,1214113,1916,1
2026-03-22T22:56:40.765338,A,1214135,1439,1
2026-03-22T22:56:40.791502,A,1214168,1397,1
2026-03-22T22:56:40.816224,A,1214190,1482,1
2026-03-22T22:56:40.841208,A,1214212,1553,1
2026-03-22T22:56:40.865515,A,1214235,1245,1
2026-03-22T22:56:40.891566,A,1214289,1499,1
2026-03-22T22:56:40.915442,A,1214312,1512,1
2026-03-22T22:56:40.941557,A,1214334,1436,1
2026-03-22T22:56:40.965762,A,1214367,1480,1
2026-03-22T22:56:40.992307,A,1214389,1439,1
2026-03-22T22:56:41.017577,A,1214411,1484,1
2026-03-22T22:56:41.040178,A,1214434,1441,1
2026-03-22T22:56:41.065098,A,1214489,1470,1
